#gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10	Normal11	Normal12	Normal13	Ma1	Ma2	Ma3	Ma4	Ma5	Ma6	Ma7	Ma8	Ma9	Ma10	Ma11	Ma12	Ma13	Ma14	Ma15	Ma16	Ma17	Ma18	Ma19	Ma20	Ma21	Ma22
RBM7(ENSG00000076053.10)(protein_coding)	20.37	15.66	32.02	21.82	21.16	20.33	23.96	24.3	24.23	24.76	17.59	27.24	15.19	34.66	40.09	32.06	41.45	7.01	37.17	45.5	30.61	27.25	4.13	33.21	36.11	26.79	40.19	25.59	59.6	29.32	24.37	34.28	46.07	31.37	30.54
ZNF799(ENSG00000196466.10)(protein_coding)	3.47	2.33	3.78	2.46	4.36	3.34	6.45	3.15	4.07	4.12	5.47	5.33	4.49	1.87	3.24	4.14	2.27	6.56	2.49	3.31	2.38	1.36	0	1.41	2.74	3.08	0.95	3.81	1.43	1.95	1.59	3.27	4.1	3.89	1.79
PLIN3(ENSG00000105355.8)(protein_coding)	33.17	63.9	48.06	35.81	31.44	54.07	31.51	32.71	29.5	32.71	27.89	31.49	35.86	32.11	17.23	35.33	14.79	38.55	15.7	37.99	30.56	47.23	47.4	26.06	35.55	32.81	10.37	39.49	34.37	54.39	122.04	27.55	12.47	25.34	27.54
RANBP10(ENSG00000141084.10)(protein_coding)	10.67	13.93	9.2	9.16	13.08	10.85	11.79	5.82	12.22	13.43	12.6	10.28	15.5	12.18	5	10.37	4.47	7.61	13.58	6.59	4.8	5.18	10.45	6.11	7.03	6.33	7.04	9.65	14.35	7.16	5.01	9.98	6.83	8.66	4.54
PGAP3(ENSG00000161395.12)(protein_coding)	18.46	22.68	15.46	10.39	21.74	23.87	25.29	19.05	14.69	16.62	26.87	16.65	29.5	19.95	5.06	14.86	5.38	34.02	8.33	6.6	5.32	6.51	5.46	7.57	9.92	11.86	5.92	8.17	10.36	12.01	3.09	13.62	5.48	14.58	9.09
SIN3A(ENSG00000169375.15)(protein_coding)	21.52	19.04	17.49	15.77	22.56	17.57	25.84	16.17	23.3	29.76	24.52	24.6	23.78	38.7	22.47	24.95	20.77	12.4	56.19	19.26	13.09	12.09	9.57	13.59	11.3	23.57	17.65	14.8	22.83	13.18	18.96	20.38	19.75	22.14	23.91
NPR1(ENSG00000169418.9)(protein_coding)	18.32	9.55	15.2	41.84	2.59	14.5	13.53	15.94	7.58	6.53	8.14	9.48	5.45	8.42	43.73	6.79	2.62	7.95	7.13	2.41	4.77	2.07	2.62	1.83	5.63	2.6	4.75	11.81	3.45	0.01	0.93	3.23	1.89	3.23	31.99
MAST2(ENSG00000086015.20)(protein_coding)	16.04	14.99	16.99	9.74	29.68	27.82	17.08	19.31	19.17	20.67	23.19	18.81	27.7	29.31	12.34	22.04	10.54	55.85	20.68	22.46	14.09	16.83	27.92	12.67	14.5	22.13	9.29	64.23	16.56	10.42	13.42	17.22	19.51	16.61	24.59
ZNF526(ENSG00000167625.10)(protein_coding)	4.62	6.64	3.57	2.17	3.9	3.65	3.5	2.91	4.29	5.11	3.49	3.17	4.42	7.13	4.43	4.18	1.29	3.66	3.63	2.7	2.27	4.71	9.83	2.47	2.7	3.44	1.48	3.95	2.6	2.64	4.9	2.75	1.77	3.35	5.1
MTCH1(ENSG00000137409.18)(protein_coding)	111.39	112.15	118.83	107.58	152.12	84.63	80.05	119.3	83.71	94.85	124.98	95.92	126.15	112.96	118.43	82.1	99.83	104.62	122.95	63.02	129.03	71.11	133.92	106.25	88.28	88.41	157.25	105.04	129.45	54.75	123.26	61.28	75.63	68.3	82.98
ABHD10(ENSG00000144827.8)(protein_coding)	16.76	14.64	13.98	12.65	16.53	15.81	18.11	11.4	21.37	21.62	15.42	19.9	14.14	17.88	16.62	16.46	10.33	10.31	15.4	15.14	10.66	6.94	11.8	13.51	17.99	9.27	12.98	13.57	17.01	10.26	14.45	15.08	12.49	10.38	8.23
ATR(ENSG00000175054.14)(protein_coding)	8.43	6.1	11.63	5.69	14.38	9.77	12.77	14.24	13.13	11.21	12.15	10.28	12.15	12.14	10.55	10.93	13.46	16.6	11.11	9.41	6.75	5.3	2.46	8.77	9.37	4.93	5.66	9.97	3.87	4.58	7.92	13.74	9.35	8.06	8.6
ZNF865(ENSG00000261221.3)(protein_coding)	5.07	5.77	6.48	3.93	7.86	5.94	3.11	5.4	3.87	5.03	6.39	3.66	4.82	8.26	3.44	5.79	1.69	8.98	2.13	2.62	2.94	4.51	9.71	2.76	3.29	5.5	1.65	9.67	4.69	3.57	4.32	3.92	0.87	5.47	4.05
SRSF5(ENSG00000100650.15)(protein_coding)	760.8	1330.66	747.89	1041.61	1160.82	790.1	580.59	911.71	836.32	896.04	1203.01	708.51	1414.65	636.83	263.83	490.5	234.7	892.49	194.45	387.59	262.84	95.33	316.77	145.14	161.32	166.46	397.26	595.83	481.7	146.69	184.97	273.95	223.98	222.6	202.44
BACE2(ENSG00000182240.15)(protein_coding)	24.68	26.41	43.77	22.44	21.89	18.54	24.01	29.14	24.62	23.86	20.96	30.81	28.18	12.35	8.2	31.36	32.64	18.39	43.16	30.88	27.84	29.23	54.36	32.38	22.43	26.92	21.83	18.45	18.35	107.86	36.48	20.12	34.32	41.01	10.46
IL17RB(ENSG00000056736.9)(protein_coding)	6.52	18.49	8.48	3.3	38.17	12.77	17.54	10.16	5.99	8.35	46.85	15.62	16.61	3	0.52	8.76	0.16	22.91	6.28	1.15	1.03	0.3	1.69	3.08	2.14	13.31	0.61	3.68	6.23	3.67	0.92	23.26	1.61	4.38	0.96
ARHGEF37(ENSG00000183111.11)(protein_coding)	15.7	24.31	16.14	11.05	27.33	18.34	17.09	12.45	19.06	14.64	25.93	17.72	15.57	0.49	0.22	14.01	0.27	11.85	2.02	1.06	1.71	0.42	1.84	1.03	0.49	4.75	1.19	3.11	0.33	13.43	0.51	8.87	1.41	11.01	0.16
FXYD5(ENSG00000089327.14)(protein_coding)	120.62	146.37	151.93	165.3	139.65	83.5	47.04	162.43	61.1	92.85	138.52	62.75	118.21	45.88	33.79	56.92	141.8	112.2	24.78	176.81	241.87	200.98	234.38	178.95	76.2	97.4	34.29	65.21	168.94	314.63	268.28	54.41	47.18	133.75	55.78
AK5(ENSG00000154027.18)(protein_coding)	35.74	22.4	46.43	10.26	90.19	17.62	18.94	61.61	19.43	21.99	58.07	29.95	41.98	2.93	3.71	33.16	16.48	42.79	17.25	17.78	89.72	3.37	1.53	12.36	0.95	8.79	15.29	5.49	1.68	24.82	7.78	23.94	14.02	70.16	9.08
EIF2S2(ENSG00000125977.6)(protein_coding)	34.99	37.29	44.13	44.85	29.36	45.05	40.32	39.2	39.71	32.74	31.26	33.28	33.66	97.02	100.77	41.16	160.84	27.4	73.72	74.61	112.98	72.23	52.91	60.22	47.29	51	55.67	62.76	99.63	50.17	82.69	46.62	68.45	67.17	122.07
NFU1(ENSG00000169599.12)(protein_coding)	24.37	26.87	22.89	76.38	34.96	22.15	30.76	32.49	26.12	21.42	36.19	21.57	26.05	17.38	31.66	37.69	22.17	22.1	23.33	23.47	37.86	23.93	22.72	28.31	16.44	22.83	24.53	24.43	21.9	30.02	30.22	21.84	25.18	27.83	28.07
CTD-2132N18.2(ENSG00000267221.1)(sense_intronic)	2.42	4.36	1.92	2.98	2.46	2	1.18	3.27	2.27	2.73	3.74	1.47	0	1.6	0	1.66	0	0.91	0.11	0.37	0	0.13	0	0.02	0.09	0.34	0.02	0.23	1.29	0.61	0.81	0.75	0	0.29	0
ATP1B3(ENSG00000069849.10)(protein_coding)	31.59	82.3	43.72	48.33	19.74	33.55	28.19	48.92	18.19	24.09	20.12	24.58	26.28	63.04	60.12	22.2	63.88	48.95	51.75	34.35	43.18	56.46	14.98	51.66	60.05	22.39	13.47	53.23	54.22	26.95	91.2	26.33	39.17	20.89	34.69
VEGFB(ENSG00000173511.9)(protein_coding)	98.16	66.74	59.13	219.85	53.26	39.43	26.41	101.25	43.77	40.2	73.49	40.11	54.64	19.49	19.07	49.37	19.89	56.16	27.07	54.32	55.27	102.63	87.98	33.24	29.45	23.09	29.24	47.99	112.93	42.99	58.25	14.27	27.71	37.43	8.66
STX1A(ENSG00000106089.11)(protein_coding)	4.29	9.62	7.12	3.78	6.78	12.08	9.06	5.86	8.01	8.52	10.14	5.35	18.35	5.41	5.86	5.48	4.96	20.79	7.87	6.65	51.33	48.6	26.22	4.85	5.6	7.11	1.9	15.88	15.3	10.37	37.37	7.51	4.82	4.89	5.65
ADAR(ENSG00000160710.15)(protein_coding)	61.42	54.59	56.53	43.66	53.77	88.23	81.77	46.95	63.16	80.58	47.51	70.13	34.69	171.77	94.9	93.86	40.69	31.66	121.64	64.63	38.5	24.2	208.3	51.07	110.11	63.48	50.57	49.61	75.48	35.99	74.3	63.27	100.15	56.64	98
ZNF331(ENSG00000130844.16)(protein_coding)	16.17	13.78	17.48	18.19	15.64	14.92	11.54	13.99	16.72	23	18.54	15.08	10.57	25.57	13.9	17.12	42.65	10.71	16.44	9.39	6.79	4.94	16.49	14.07	7.98	7.24	8.68	12.77	16.41	4.56	8.8	8.2	16.45	11.99	13.7
ZFYVE28(ENSG00000159733.13)(protein_coding)	8.02	5.17	5.82	4.41	9.76	10.77	4	11.96	8.59	6.73	8.39	6.27	18.32	2.34	1.21	3.27	0.96	6.37	0.47	2.74	2.2	1.85	3.64	1.4	1.84	1.83	0.89	2.94	1.78	0.95	2.99	1.92	1.12	2.7	0.23
CDCA8(ENSG00000134690.10)(protein_coding)	1.09	1.11	3.63	0.9	1.3	3.52	1.4	0.88	1.47	1.64	0.86	1.07	1.41	21.72	11.93	0.98	16.01	3.53	19.54	13.85	6.78	5.37	26.3	8.37	7.75	5.59	0.33	4.32	24.48	5.98	21.48	5.24	2.44	1.29	20.76
LEF1(ENSG00000138795.9)(protein_coding)	4.52	5.29	4.28	5.4	8.38	16.41	14.72	3.23	8.89	13.63	10.92	8.27	17.03	66.58	43.63	16.52	14.22	6.49	7.93	33.12	10.88	5.16	39	13.83	20.99	25.11	51.95	34.31	39.37	0.36	13.89	24.52	33.36	21.68	28.8
ANO7(ENSG00000146205.13)(protein_coding)	0.33	2.72	2.36	0.7	1.42	2.64	0.9	1.59	0.8	0.82	1.72	0.47	0.81	0.57	0.6	0.86	0.76	0.81	0.16	1.74	0.78	1.47	2.47	0.52	0.86	1.14	0.23	1.16	1.04	2.01	0.58	1.55	0.27	1.05	0.59
DONSON(ENSG00000159147.17)(protein_coding)	5.66	1.83	4.92	5.72	6.16	5.51	6.63	7.8	6.15	6.5	9.47	4.65	4.74	18.98	20.79	11.07	34.21	11.77	22.42	10.42	10.54	5.81	9.92	16.27	12.02	11.01	4.99	17.9	16.12	7.7	17.93	11.92	11.08	4.85	15.66
RNF207(ENSG00000158286.12)(protein_coding)	11.59	15.88	12.38	6.99	23.91	20.14	7.7	16.04	15.3	17.38	15.36	12.18	37.3	9.87	9.76	9.11	0.69	23.61	1.96	5.13	4.24	5.36	1.44	1.21	15.16	5.71	0.82	30.37	6.96	6.26	4.44	19.08	4.45	2.86	1.2
NPM2(ENSG00000158806.13)(protein_coding)	5.49	5.53	3.43	7.95	12.12	4.66	5.32	0.69	7.27	8.21	9.35	2.61	13.35	4.78	0.5	4.6	0.15	13.54	20.02	0.83	1.02	0.88	1.03	1.89	0.56	1.84	1	1.4	7.54	4.15	0.3	1.95	1.59	4.07	0.01
RP11-322E11.5(ENSG00000267583.5)(lincRNA)	2.78	0.05	5.94	0.66	3.26	1.04	0.91	14.57	1.54	0.42	0.33	1.93	0	0.95	0.31	0.67	2.12	0	0.27	1.29	2.22	0.81	0	0.67	2.51	0.21	0.52	6.06	0.98	0	0.52	0.65	0.18	1.03	0.59
RASSF9(ENSG00000198774.4)(protein_coding)	2.62	0.74	1.92	1.35	1.21	1.12	2.38	1.68	2.85	3.12	1.44	2.65	0.93	0.3	0.4	1.55	0.17	0.32	0.87	1.22	0.13	0.68	0.67	0.4	2.08	0.57	2.91	0.46	0.54	0.44	0.78	0.67	1.45	1.44	0.99
LINC00639(ENSG00000259070.5)(lincRNA)	0.95	0.89	0.64	0.96	0.91	0.79	0.33	0.76	0.49	0.62	0.36	0.75	0.77	0.22	0.11	0.51	0.53	0.12	0.29	0.36	0.34	0.07	0.26	0.18	0.28	0.71	0.44	0.09	0.08	1.13	0.17	0.3	0.34	0.56	0.17
ZMYND11(ENSG00000015171.18)(protein_coding)	43.73	45.44	41.38	36.97	42.55	43.4	62.45	29.32	51.49	51.81	42.61	60.84	36.35	24.26	45.24	47.52	18.02	21.1	44.95	27.58	25.08	20.61	10.73	35.01	20.59	32.08	65.56	32.96	27.97	35.19	26.54	47.86	47.7	51.13	22.85
CTD-3065J16.9(ENSG00000255224.1)(antisense)	1.16	2.35	2.33	0	1.41	2.08	1	1.02	1.54	1.02	1.27	0.8	1.18	2.5	1.74	0.64	0.21	6.61	1.13	0.67	0.62	0.44	2.65	0.46	1.21	0.48	0.2	2.05	1.85	1.54	1.87	1.36	0.19	0.79	1.09
GBP5(ENSG00000154451.14)(protein_coding)	3.95	4.13	3.96	3.93	4.11	2.76	2.47	3.1	2.46	7.66	2.56	1.86	2.1	6.34	44.07	4.8	5.61	4.83	13.59	45.49	7.59	1.4	3.66	2.03	30.07	1.81	1.48	1.45	4.99	0.31	61.12	4.39	21.63	2.5	2.51
LYG1(ENSG00000144214.9)(protein_coding)	1.03	1.06	1.76	0	1.96	0.63	1.43	1.19	1.53	1.37	2.45	1.04	2.84	2.1	2.4	0.89	1.11	4.12	0.52	1.47	0.67	0.57	1.24	0.87	1.05	0.18	0.4	1.36	0.56	0.29	0.82	1.21	0.68	0.4	0.32
BIN1(ENSG00000136717.14)(protein_coding)	25.45	45.79	35.35	51.19	16.59	31.71	12.99	37.11	17.79	18.38	20.74	19.97	27.56	30.75	19.12	20.64	12.28	47.34	98.33	38.07	24.11	33.97	83.5	13.54	13.92	56.28	22.84	74.17	27.13	1.69	21.9	15.71	16.65	30.86	39.04
NFIB(ENSG00000147862.14)(protein_coding)	20.77	13.72	18.01	8.45	38.05	17.02	42.84	17.05	37	31.88	25.38	33.62	24.95	1.58	6.27	13.81	11.51	15.89	42.67	5.22	4.84	1.58	17.52	2.05	12.7	6.46	15.07	6.87	5.15	11.07	4.94	22.83	9.63	13.9	4.3
SACS(ENSG00000151835.13)(protein_coding)	1.77	0.93	1.41	0.76	3.88	1.34	2.25	1.56	4.61	3.72	2.73	3.34	2.09	3.97	3.14	2.59	7.22	1.23	2.68	4.63	5.26	3.53	2.72	4.25	2.62	1.54	2.72	5.42	5.75	2.05	11.38	3.49	2.9	3.82	4.02
LAMTOR2(ENSG00000116586.11)(protein_coding)	72.89	98.7	94.13	108.31	76.26	124.13	59.67	81.87	61.03	51.19	73.36	54.71	71.97	93.43	115.11	63.14	49.25	171.38	36.01	89.79	48.74	36.12	172.44	34.36	58.34	58.03	20.54	79.02	89.23	54.4	114.73	39.83	32.03	50	87.1
SUV420H1(ENSG00000110066.14)(protein_coding)	20.75	21.98	19.79	20.99	24.16	19.91	33.79	14.73	31.57	28.12	29.65	29.56	19.54	26.73	16.23	24.6	8.65	16.6	35.66	19.48	8.47	11.02	10.43	16.43	25	13.92	31.57	22.42	45.04	21.33	13.89	22.13	19.54	19.73	17.07
CA13(ENSG00000185015.7)(protein_coding)	3.28	4.08	5.68	0.59	11.16	3.21	5.37	6.3	5.66	5.82	5.69	4.98	4.1	1.12	0.13	2.2	0.34	1.4	1.06	0.54	0.56	0.33	2.47	1.22	0.14	1.17	0.3	0.84	4.15	5.34	2.37	3.74	0.82	2	0.11
LASP1(ENSG00000002834.17)(protein_coding)	76.48	60.04	70.09	64.81	63.02	74.67	93.39	67.59	61.04	63.32	64.18	79.76	52	104.95	56.36	64.05	75.61	57.4	38.2	53.56	86.31	49.3	23.83	63.88	109.1	70.82	50.91	44.68	47.06	79.14	129.59	54.9	51.97	75.99	40.53
VAMP1(ENSG00000139190.16)(protein_coding)	11.02	18.37	8.24	9.65	21.13	13.68	8.05	16.71	9.02	20.53	12.8	12.72	22.75	10.27	9.13	10.29	6.78	9.5	4.07	6.97	5.23	3.66	7.34	2.82	4.85	1.74	8.08	5.77	8.18	2.23	5.17	9.44	3.34	2.67	3.58
ST7(ENSG00000004866.18)(protein_coding)	10.36	13.01	13.09	15.27	10.71	12.79	12.8	9.42	9.45	10.03	10.8	11.88	14.35	6.18	10.26	12.68	15.84	8.95	11.55	14.05	21.72	10.21	19.63	13.71	14.7	16.97	12.37	12.29	7.21	6.68	12.09	12.43	10.72	13.33	8.25
C12orf57(ENSG00000111678.10)(protein_coding)	436.92	561.14	299.81	426.48	405.31	400.92	233.61	562.5	336.52	473.32	460	289.29	433.08	336.69	687.76	420.23	181.35	471.37	165	250.55	205.56	477.41	685.93	163.83	377.92	473.57	454.77	503.03	207.16	147.63	156.08	330.16	142.22	338.83	430.09
RP11-483I13.5(ENSG00000260879.1)(antisense)	0.7	0.35	1.17	0.88	0.97	0.66	0.71	0	0.62	0.38	0.3	0.8	2.21	0.94	0.33	0.39	0.08	0.96	0.84	0.46	0.02	0.11	0.16	0.19	1.01	0.91	0.15	0.66	0.19	1.75	2.89	1.8	0.32	0.27	0.33
AS3MT(ENSG00000214435.7)(protein_coding)	4.22	8.92	3.6	6.69	3.04	4.68	3.73	3.2	4.6	5.64	5.12	4.26	3.84	15.81	1.64	8.56	0.76	4.33	9.46	2.63	2.18	0.6	2.72	0.18	1.93	4.79	2.73	3.56	6.36	8.04	0.07	7.87	4.84	2.39	7.12
RP11-872J21.3(ENSG00000260806.1)(antisense)	0.34	0.5	0.73	0.26	0.53	0.57	0.66	0.48	0.58	0.51	0.63	0.58	2.5	0.26	0.29	0.42	0.09	0.41	0.17	0.31	0.19	0.14	0.84	0.03	0.17	0.2	0.02	0.89	0.4	0.29	0.23	0.39	0.08	0.19	0.48
GLMP(ENSG00000198715.11)(protein_coding)	43.15	38.33	38.6	55.58	28.35	35.32	20.03	31.92	26.01	31.4	32.61	25.66	35.97	57.57	88.64	68.81	53.34	50.23	57.98	63.42	92.57	57.9	90.47	30.26	64.39	85.8	17.06	36.75	49.13	38.68	46.83	31.54	43.5	41.2	59.76
SIK3(ENSG00000160584.15)(protein_coding)	12.05	8.17	10.2	8.27	13.78	11.02	18.7	11.43	14.47	16.05	16.24	14.87	11.76	11.71	8.71	14.17	4.68	8.02	7.06	12.57	6.56	9.01	7.28	10.95	11.58	15.03	8.04	8.79	12.59	10.57	9.09	11.54	7.73	13.74	11.05
ASGR1(ENSG00000141505.11)(protein_coding)	1.54	2.52	3.92	4.18	0.76	3.11	1.69	2.72	1.34	1.38	1.8	1.04	1.53	10.71	4.02	1.97	1.13	3.97	2.3	2.02	0.95	1.2	2.49	0.15	3.82	1.87	0.11	6.43	8.33	0.9	2.43	2.04	0.7	0.53	3.66
ZNF750(ENSG00000141579.6)(protein_coding)	4.11	15.23	3.7	1.2	5.07	0.84	1.28	6.07	5.46	4.37	7.91	4.31	8.97	0.02	0.03	3.44	0.13	4.73	0.19	0.39	0.49	0.11	0.38	0.11	0.41	0.64	0.06	0.48	0.13	1.95	0.03	0.71	0.34	2.8	0.04
RP11-440D17.3(ENSG00000272913.1)(lincRNA)	5.82	8.36	5.11	3.84	6.94	6.75	6.95	9.15	7.72	6.71	4.98	5.18	12.32	8.69	4.56	4.66	4.61	10.05	6.9	2.64	2.26	3.65	20.65	2.43	1.89	3.68	0.77	1.61	5.48	3.59	5.85	5.64	1.98	4.89	2.72
HSPA14(ENSG00000187522.13)(protein_coding)	14.29	11.37	17.57	12.76	14.22	15.66	19.06	10.3	18.97	14.7	13.97	17.25	10.42	21.19	35.39	15.1	21.75	15.83	17.21	12.91	10.24	10.43	8.98	22.19	12.49	11.33	11.34	22.53	42.62	12.22	21.75	26.15	10.76	13.33	16.41
GAS2L3(ENSG00000139354.10)(protein_coding)	1.35	0.33	2.3	1.08	0.89	0.88	0.8	0.6	2.37	2.21	1.04	1.72	0.83	5.37	4.32	2.05	7.46	0.63	7.29	11.95	3.07	3.58	2.44	7.78	5.13	2.22	1.82	3.29	8.54	3.24	6.05	4.73	4.18	1.77	5.67
ID2-AS1(ENSG00000235092.5)(antisense)	0.55	1.32	1.18	0	0.46	2.4	0.54	1.27	0.37	1.73	0.32	1.07	0	0.38	0.17	1.42	0.18	0.58	1.67	0.56	0.05	0.11	0.16	0.58	0.16	0.35	1.05	0.76	0.74	0.75	0.17	0.72	0.28	0.34	0
RP13-753N3.3(ENSG00000275185.1)(antisense)	0.06	0	0	0	1.18	0.47	0.91	0.76	0.53	1.07	2.22	0.59	0	0.91	0.86	0.17	1.44	2.97	0.17	0.64	0.78	0.57	0	0.62	4.96	0.48	0	0.39	1.59	2.93	7.7	5.17	0.25	0.17	2.79
SLC10A7(ENSG00000120519.14)(protein_coding)	3.81	2.82	3.06	3.29	4.01	3.71	5.79	3.59	5.93	5.34	4.02	6.11	2.69	4.2	3.46	6.36	6.1	1.04	4.98	4.5	2.95	2.35	2.58	4.1	7.11	3.6	6.87	3.1	2.09	2.8	7.54	6.72	5.53	5.04	6.5
OSBP2(ENSG00000184792.15)(protein_coding)	2.05	3.72	3.25	0.63	1.49	1.22	1.72	2.2	1.93	1.48	1.38	1.62	1.8	0.53	0.15	2.23	0.19	1.04	1.94	1.52	1.16	0.38	3.72	0.7	0.31	1.28	0.32	0.96	4.09	2.94	10.15	1.06	1.16	1.96	1.03
RAB27B(ENSG00000041353.9)(protein_coding)	12.76	12.05	1.89	4.93	6.12	6.92	12.74	3.12	8.77	7.67	9.93	13.73	4.38	0.07	0.13	10.87	13.28	0.93	0.24	2.88	8.99	2.05	1.1	3.01	0.03	2.14	0.22	0.9	0.19	9.15	7.2	12.61	2.64	14.04	0.37
ZFAND4(ENSG00000172671.19)(protein_coding)	4.63	5.4	4.51	4.81	3.78	2.22	5.56	4.35	4.33	4.65	6.76	5.77	1.39	3.07	1.06	5.61	0.92	1.58	3.27	2.82	1.56	2.51	1.87	2.36	1.69	2.66	1.16	2.64	3.44	2.12	3.2	4.07	3.11	3.89	2.32
LINC01314(ENSG00000259417.2)(lincRNA)	0.94	0.03	0.28	0.03	0.1	0.49	1.34	0.15	0.98	0.36	0.14	0.62	0.18	0.73	1.41	0.58	0	0.05	1.71	0.01	0.04	0.03	0.38	0.06	0.03	0.27	20.64	0.03	0.06	0.01	0	1.67	0.28	0.16	0.7
PLK1(ENSG00000166851.14)(protein_coding)	1.22	0.79	3.97	1.48	1.8	4	1.8	1.98	2.02	1.77	1.5	1.46	4.85	25.46	24.96	0.89	53.33	4.04	44.49	20.37	31.27	21.23	34.78	27.27	13.49	16.6	1.26	11.49	38.74	11.5	49.17	8.58	5.16	2.18	46.25
TMEM11(ENSG00000178307.9)(protein_coding)	18.04	25.06	19.49	28.63	20.24	20.23	17.77	20.77	17.7	13.92	20.81	15.66	30.14	53.39	19.18	20.82	35.83	24.83	14.31	14.22	26.76	21.73	27.41	13.37	19.39	21.52	22.3	12.16	17.37	16.03	24.5	18.38	13.67	22.52	13.32
NCL(ENSG00000115053.15)(protein_coding)	224.13	280.17	270.56	204.88	191.61	332.15	327.86	204.58	274.42	254.05	229.99	252.62	291.56	340.53	358.08	307.44	692	303.21	1073.53	342.98	590.99	291.5	892.72	383.86	293.41	449.62	527.93	308.46	365.59	279.69	427.22	419.47	505.55	525.18	595.96
LINC00493(ENSG00000232388.4)(protein_coding)	110.13	242.96	144.62	171.83	131.09	141.36	66.26	204.51	118.68	104.07	138.07	83.44	188.87	208.03	60.56	131.85	38.67	192.69	65.53	93.28	57.37	66.48	168.71	25.9	61.7	37.02	51.34	68.91	178.46	95.11	103.26	80.42	36.19	60.83	53.04
RAB1B(ENSG00000174903.14)(protein_coding)	108.23	146.47	105.65	128.9	106.45	121.2	103.23	134.73	82.66	97.02	122.55	77.9	131.44	108.12	101.4	102.46	64.65	120.97	67.59	95.89	101.2	96.31	99.06	82.23	96.1	117.36	68	78.33	121.82	116.5	139.57	89.16	35.86	120.66	80.68
TASP1(ENSG00000089123.15)(protein_coding)	5.35	8.81	4.91	4.57	6.75	4.38	7.57	4.91	7.08	7.19	6.44	8.02	5.03	5.35	2.36	7.6	6.1	2.1	5.64	4.7	4.04	5.1	4.65	4.24	4.65	6.7	13.58	2.2	4.63	6.12	4.42	7.87	5.29	6.14	2.31
RAB8A(ENSG00000167461.11)(protein_coding)	34.65	44.2	29.58	36.64	30.24	38.61	42.35	20.31	31.11	30.01	24.91	31.59	26.79	59.68	28.77	30.57	32.93	24.42	33.94	40.4	38.17	19.29	26.4	30.89	27.87	26.78	23.23	26.01	27.89	25.01	56.29	23.88	44.86	36.04	27.69
HDGFRP3(ENSG00000166503.8)(protein_coding)	21.54	8.82	18.01	16.29	15.37	30.12	34.88	21.48	19.4	17.5	18.34	27.14	11.38	73.41	34.33	48.56	53.76	5.8	118.74	34.22	30.59	25.62	8.65	38.52	66.1	57.6	59.31	39.98	48.88	16.29	13.85	43.13	62.1	73.77	70.88
JMJD6(ENSG00000070495.14)(protein_coding)	11.48	20.63	19.34	19.05	17.97	15.7	14.24	10.41	12.11	13.26	18.09	13.93	31.35	27.35	23.69	14.27	23.63	23.98	18.61	18.22	16.33	16.37	19.27	13.22	15.17	8.71	15.03	17.6	34.94	10.98	17.86	9.44	10.6	10.82	16.66
TGFA(ENSG00000163235.15)(protein_coding)	4.76	8.81	5.79	2.18	4.61	3.97	2.58	1.67	14.83	14.77	6.76	5.49	9.59	0.2	0.7	1.55	1.27	3.85	0.97	1.49	1.21	0.51	4.98	2.09	1.89	1.65	0.2	1.67	1.13	25.22	3.8	2.62	1.53	1.64	0.63
HNRNPR(ENSG00000125944.18)(protein_coding)	60.54	64.94	83.81	60.21	55.57	89.74	114.03	59.82	74.47	70.62	61.99	76.4	62.63	174.03	136.1	84.88	138.09	45.02	247.82	128.63	75.48	49.76	95.92	111.25	113.04	109.75	119.96	81.37	136.25	55.26	128.52	110.37	124.17	106.18	132.11
ASPHD2(ENSG00000128203.6)(protein_coding)	0.53	0.84	1.01	0.28	0.39	1.25	1.13	0.74	0.29	0.62	0.47	0.46	0.09	1.7	3.77	1.16	0.55	0.83	0.62	1.18	0.4	0.94	5.3	0.58	1.8	1.57	0.73	1.93	3.02	0.54	2.27	0.52	0.95	0.97	1.47
LEMD3(ENSG00000174106.2)(protein_coding)	13.38	8.09	10.97	9.59	12.07	12	16.22	12.24	16.9	14.25	11.47	13.31	5.83	17.37	13.93	12.73	7.52	3.29	8.58	6.53	6.31	6.76	13.56	10.63	10.17	7.52	13.28	8.8	20.53	6.97	8.36	12.22	9.53	8.38	7.83
ASF1B(ENSG00000105011.8)(protein_coding)	1.51	1.14	4.7	1.92	1.33	4.6	2.23	5.16	1.25	1.46	0.53	1.53	4.18	33.96	13.85	1.01	14.23	8.61	7.56	14.69	7.75	4.31	6.01	8.99	8.53	9.36	0.25	5.94	6.72	6.21	20.72	6.87	1.91	2.83	13.33
HOXD8(ENSG00000175879.8)(protein_coding)	11.06	9.68	12.38	16.15	4.13	8.67	7.02	17.19	6.11	9.35	7.73	11.69	3	13.97	13.95	14.69	12.18	2.33	3.57	11.66	18.26	10.24	18.22	9.1	14.45	11.14	31.86	17.28	5.54	0.02	1.49	11.29	16.35	22.43	43.24
CTD-2017C7.2(ENSG00000259088.1)(antisense)	2.83	1.06	2.84	1.87	1.75	0.83	2.65	0	1.95	1.33	2.75	2.32	0	7.22	0.56	4.19	0.93	1.41	3.66	0.99	0.98	0.74	1.78	0.23	1.01	1.66	0.78	2.54	0.52	2.21	0.54	1.95	1.8	0.87	3.02
